Order,genus,species,SCS,2n,haploid
Araneae,Argyrodes,Argyrodes_gazedes,X1X2,22,11
Araneae,Argyrodes,Argyrodes_gazingensis,X1X2,24,12
Araneae,Argyrodes,Argyrodes_sp.,X1X2,22,11
Araneae,Argyrodes,Argyrodes_sp.,X1X2,22,11
Araneae,Ariamnes,Ariamnes_cylindrogaster,X1X2,22,11
Araneae,Ariamnes,Ariamnes_cylindrogaster,X1X2,22,11
Araneae,Chrysso,Chrysso_scintillans,X1X2,24,12
Araneae,Coleosoma,Coleosoma_floridanum,X1X2,22,11
Araneae,Crustulina,Crustulina_guttata,X1X2,22,11
Araneae,Enoplognatha,Enoplognatha_caricis,X1X2,22,11
Araneae,Enoplognatha,Enoplognatha_ovata,X1X2,22,11
Araneae,Latrodectus,Latrodectus_gr.,X1X2,26,13
Araneae,Latrodectus,Latrodectus_hesperus,X1X2,26,13
Araneae,Latrodectus,Latrodectus_mactans,X1X2,26,13
Araneae,Nesticodes,Nesticodes_rufipes,X1X2,22,11
Araneae,Nesticodes,Nesticodes_rufipes,X1X2,24,12
Araneae,Nihonhimea,Nihonhimea_japonica,X1X2,22,11
Araneae,Parasteatoda,Parasteatoda_tepidariorum,X1X2,22,11
Araneae,Parasteatoda,Parasteatoda_tepidariorum,X1X2,22,11
Araneae,Parasteatoda,Parasteatoda_tepidariorum,X1X2,22,11
Araneae,Parasteatoda,Parasteatoda_tepidariorum,X1X2,22,11
Araneae,Parasteatoda,Parasteatoda_tepidariorum,X1X2,22,11
Araneae,Parasteatoda,Parasteatoda_tepidariorum,X1X2,22,11
Araneae,Parasteatoda,Parasteatoda_tepidariorum,X1X2,22,11
Araneae,Platnickina,Platnickina_sterninotata,X1X2,22,11
Araneae,Steatoda,Steatoda_bipunctata,X1X2,22,11
Araneae,Steatoda,Steatoda_grossa,X1X2,22,11
Araneae,Steatoda,Steatoda_triangulosa,X1X2,22,11
Araneae,Steatoda,Steatoda_triangulosa,X1X2,26,13
Araneae,Takayus,Takayus_chikunii,X1X2,22,11
Araneae,Takayus,Takayus_latifolium,X1X2,22,11
Araneae,Theridion,Theridion_cf.,X1X2,22,11
Araneae,Theridion,Theridion_sp.,X1X2,22,11
Araneae,Thymoites,Thymoites_sp1.,X1X2,22,11
Araneae,Thymoites,Thymoites_sp2.,X1X2,22,11
Araneae,Naatlo,Naatlo_sp.,X1X2,30,15
Araneae,Borboropactus,Borboropactus_sp.,X1X2,28,14
Araneae,Ebrechtella,Ebrechtella_tricuspidata,X1X2,24,12
Araneae,Oxytate,Oxytate_striatipes,X1X2,24,12
Araneae,Xysticus,Xysticus_triguttatus,X1X2,24,12
Araneae,Afroceto,Afroceto_plana,X1X2,22,11
Araneae,Trachelas,Trachelas_japonicus,X1X2,22,11
Araneae,Trachelas,Trachelas_sp.,X1X2,24,12
Araneae,Neoctenus,Neoctenus_comosus,X1X2,20,10
Araneae,Paratrechalea,Paratrechalea_ornata,X1X2,24,12
Araneae,Syntrechalea,Syntrechalea_syntrechaloides,X1X2,28,14
Araneae,Trechalea,Trechalea_bucculenta,X1X2,28,14
Araneae,Trechaleoides,Trechaleoides_biocellata,X1X2,28,14
Araneae,Plator,Plator_pandeae,X1X2,22,11
Araneae,Platyoides,Platyoides_walteri,X1X2,22,11
Araneae,Trochanteria,Trochanteria_gomezi,X1X2,22,11
Araneae,Vectius,Vectius_niger,X1X2,22,11
Araneae,Miagrammopes,Miagrammopes_orientalis,X1X2,22,11
Araneae,Octonoba,Octonoba_spinosa,X1X2,18,9
Araneae,Octonoba,Octonoba_varians,X1X2,22,11
Araneae,Uloborus,Uloborus_diversus,X1X2,18,9
Araneae,Uloborus,Uloborus_khasiensis,X1X2,18,9
Araneae,Uloborus,Uloborus_khasiensis,X1X2,18,9
Araneae,Uloborus,Uloborus_plumipes,X1X2,18,9
Araneae,Zosis,Zosis_geniculata,X1X2,10,5
Araneae,Zosis,Zosis_geniculata,X1X2,10,5
Araneae,Epicratinus,Epicratinus_sp.,X1X2,42,21
Araneae,Mallinella,Mallinella_indica,X1X2,22,11
Araneae,Mallinella,Mallinella_indica,X1X2,22,11
Araneae,Pax,Pax_islamita,X1X2,42,21
Araneae,Zodarion,Zodarion_cyrenaicum,X1X2,26,13
Araneae,Zodarion,Zodarion_rubidum,X1X2,24,12
Araneae,Iberesia,Iberesia_machadoi,X1X2?,76,38
Araneae,Grammostola,Grammostola_aff.,X1X2+2CSCP,72,36
Araneae,Agelena,Agelena_gautami,X1X2X3,43,23
Araneae,Agelena,Agelena_gautami,X1X2X3,43,23
Araneae,Tegenaria,Tegenaria_campestris,X1X2X3,43,23
Araneae,Tegenaria,Tegenaria_domestica,X1X2X3,39,21
Araneae,Tegenaria,Tegenaria_domestica,X1X2X3,43,23
Araneae,Tegenaria,Tegenaria_domestica,X1X2X3,43,23
Araneae,Tegenaria,Tegenaria_domestica,X1X2X3,35,19
Araneae,Tegenaria,Tegenaria_domestica,X1X2X3,43,23
Araneae,Tegenaria,Tegenaria_parietina,X1X2X3,43,23
Araneae,Araneus,Araneus_ventricosus,X1X2X3,49,26
Araneae,Dubiepeira,Dubiepeira_sp.,X1X2X3,41,22
Araneae,Verrucosa,Verrucosa_meridionalis,X1X2X3,47,25
Araneae,Cheiracanthium,Cheiracanthium_melanostomum,X1X2X3,43,23
Araneae,Cheiracanthium,Cheiracanthium_murinum,X1X2X3,23,13
Araneae,Cheiracanthium,Cheiracanthium_saraswatii,X1X2X3,43,23
Araneae,Anahita,Anahita_fauna,X1X2X3,29,16
Araneae,Nothroctenus,Nothroctenus_sp.,X1X2X3,29,16
Araneae,Viracucha,Viracucha_andicola,X1X2X3,29,16
Araneae,Viracucha,Viracucha_andicola,X1X2X3,29,16
Araneae,Cryphoeca,Cryphoeca_silvicola,X1X2X3,43,23
Araneae,Corasoides,Corasoides_australis,X1X2X3,49,26
Araneae,Corasoides,Corasoides_mouldsi,X1X2X3,49,26
Araneae,Corasoides,Corasoides_occidentalis,X1X2X3,49,26
Araneae,Corasoides,Corasoides_terania,X1X2X3,49,26
Araneae,Stegodyphus,Stegodyphus_lineatus,X1X2X3,43,23
Araneae,Stegodyphus,Stegodyphus_lineatus,X1X2X3,43,23
Araneae,Hersilia,Hersilia_sericea,X1X2X3,35,19
Araneae,Hersiliola,Hersiliola_bayrami,X1X2X3,35,19
Araneae,Neotama,Neotama_corticola,X1X2X3,33,18
Araneae,Lepthyphantes,Lepthyphantes_bhudbari,X1X2X3,25,14
Araneae,Linyphia,Linyphia_triangularis,X1X2X3,25,14
Araneae,Linyphia,Linyphia_triangularis,X1X2X3,25,14
Araneae,Linyphia,Linyphia_sp.,X1X2X3,25,14
Araneae,Linyphia,Linyphia_sp.,X1X2X3,25,14
Araneae,Neriene,Neriene_clathrata,X1X2X3,25,14
Araneae,Pityohyphantes,Pityohyphantes_phrygianus,X1X2X3,25,14
Araneae,Lycosa,Lycosa_sp.,X1X2X3,23,13
Araneae,Oecobius,Oecobius_putus,X1X2X3,25,14
Araneae,Oecobius,Oecobius_putus,X1X2X3,25,14
Araneae,Oecobius,Oecobius_putus,X1X2X3,25,14
Araneae,Uroctea,Uroctea_lesserti,X1X2X3,39,21
Araneae,Philodromus,Philodromus_sp.,X1X2X3,25,14
Araneae,Smeringopus,Smeringopus_pallidus,X1X2X3,29,16
Araneae,Pisaura,Pisaura_sp.,X1X2X3,29,16
Araneae,Prodidomus,Prodidomus_simoni,X1X2X3,29,16
Araneae,Acanthogonatus,Acanthogonatus_pissii,X1X2X3,61,32
Araneae,Hyllus,Hyllus_semicupreus,X1X2X3,29,16
Araneae,Makdiops,Makdiops_montigena,X1X2X3,29,16
Araneae,Makdiops,Makdiops_montigena,X1X2X3,29,16
Araneae,Selenops,Selenops_radiatus,X1X2X3,29,16
Araneae,Selenops,Selenops_sp.,X1X2X3,29,16
Araneae,Selenops,Selenops_sp.,X1X2X3,29,16
Araneae,Selenops,Selenops_sp.,X1X2X3,29,16
Araneae,Delena,Delena_cancerides,X1X2X3,43,23
Araneae,Delena,Delena_cancerides,X1X2X3,43,23
Araneae,Delena,Delena_cancerides,X1X2X3,43,23
Araneae,Delena,Delena_cancerides,X1X2X3,43,23
Araneae,Delena,Delena_cancerides,X1X2X3,43,23
Araneae,Delena,Delena_cancerides,X1X2X3,41,22
Araneae,Heteropoda,Heteropoda_leprosa,X1X2X3,41,22
Araneae,Heteropoda,Heteropoda_phasma,X1X2X3,41,22
Araneae,Heteropoda,Heteropoda_procera,X1X2X3,41,22
Araneae,Heteropoda,Heteropoda_procera,X1X2X3,41,22
Araneae,Heteropoda,Heteropoda_venatoria,X1X2X3,41,22
Araneae,Heteropoda,Heteropoda_venatoria,X1X2X3,41,22
Araneae,Heteropoda,Heteropoda_venatoria,X1X2X3,41,22
Araneae,Heteropoda,Heteropoda_sp.,X1X2X3,41,22
Araneae,Heteropoda,Heteropoda_sp.,X1X2X3,41,22
Araneae,Holconia,Holconia_immanis,X1X2X3,43,23
Araneae,Holconia,Holconia_immanis,X1X2X3,43,23
Araneae,Isopeda,Isopeda_vasta,X1X2X3,43,23
Araneae,Isopeda,Isopeda_villosa,X1X2X3,43,23
Araneae,Isopeda,Isopeda_villosa,X1X2X3,43,23
Araneae,Isopeda,Isopeda_sp.,X1X2X3,43,23
Araneae,Isopeda,Isopeda_sp.,X1X2X3,43,23
Araneae,Micrommata,Micrommata_virescens,X1X2X3,35,19
Araneae,Micrommata,Micrommata_sp.,X1X2X3,41,22
Araneae,Micrommata,Micrommata_sp.,X1X2X3,41,22
Araneae,Micrommata,Micrommata_sp.,X1X2X3,41,22
Araneae,Micrommata,Micrommata_sp.,X1X2X3,41,22
Araneae,Micrommata,Micrommata_sp.,X1X2X3,41,22
Araneae,Neosparassus,Neosparassus_diana,X1X2X3,43,23
Araneae,Olios,Olios_sp.,X1X2X3,43,23
Araneae,Olios,Olios_sp.,X1X2X3,43,23
Araneae,Parapalystes,Parapalystes_whiteae,X1X2X3,43,23
Araneae,Parapalystes,Parapalystes_whiteae,X1X2X3,43,23
Araneae,Pediana,Pediana_regina,X1X2X3,43,23
Araneae,Pediana,Pediana_regina,X1X2X3,43,23
Araneae,Pediana,Pediana_sp.,X1X2X3,43,23
Araneae,Pseudopoda,Pseudopoda_prompta,X1X2X3,41,22
Araneae,Sinopoda,Sinopoda_forcipata,X1X2X3,41,22
Araneae,Spariolenus,Spariolenus_tigris,X1X2X3,41,22
Araneae,Leucauge,Leucauge_celebesiana,X1X2X3,25,14
Araneae,Leucauge,Leucauge_celebesiana,X1X2X3,25,14
Araneae,Leucauge,Leucauge_decorata,X1X2X3,25,14
Araneae,Leucauge,Leucauge_decorata,X1X2X3,25,14
Araneae,Leucauge,Leucauge_tessellata,X1X2X3,25,14
Araneae,Leucauge,Leucauge_tessellata,X1X2X3,25,14
Araneae,Orsinome,Orsinome_vethi,X1X2X3,25,14
Araneae,Holothele,Holothele_cf.,X1X2X3,73,38
Araneae,Ischnocolus,Ischnocolus_jickelii,X1X2X3,85,44
Araneae,Pelinobius,Pelinobius_muticus,X1X2X3,67,35
Araneae,Thomisus,Thomisus_viridis,X1X2X3,27,15
Araneae,Thomisus,Thomisus_viridis,X1X2X3,27,15
Araneae,Uloborus,Uloborus_krishnae,X1X2X3,19,11
Araneae,Uloborus,Uloborus_krishnae,X1X2X3,19,11
Araneae,Verrucosa,Verrucosa_scapofracta,X1X2X3X4,50,27
Araneae,Deinopis,Deinopis_biaculeata,X1X2X3X4,40,22
Araneae,Deinopis,Deinopis_plurituberculata,X1X2X3X4,46,25
Araneae,Diplura,Diplura_cf.,X1X2X3X4,90,47
Araneae,Bhutaniella,Bhutaniella_sikkimensis,X1X2X3X4,42,23
Araneae,Micrommata,Micrommata_sp.,X1X2X3X4,44,24
Araneae,Metellina,Metellina_segmentata,X1X2X3X4,24,14
Araneae,Metellina,Metellina_segmentata,X1X2X3X4,24,14
Araneae,Avicularia,Avicularia_minatrix,X1X2X3X4,78,41
Araneae,Poecilotheria,Poecilotheria_formosa,X1X2X3X4,110,57
Araneae,Tliltocatl,Tliltocatl_albopilosus,X1X2X3X4,74,39
Araneae,Euagrus,Euagrus_lynceus,X1X2X3X4X5,59,32
Araneae,Microstigmata,Microstigmata_zuluensis,X1X2X3X4X5,75,40
Araneae,Caponia,Caponia_natalensis,X1X2X3X4X5X6,152,79
Araneae,Linothele,Linothele_sericata,X1X2X3X4X5X6,86,46
Araneae,Paratropis,Paratropis_sp.,X1X2X3X4X5X6X7,115,61
Araneae,Macrothele,Macrothele_yaginumai,X1X2X3X4X5X6X7X8X9,77,43
Araneae,Macrothele,Macrothele_gigas,X1X2X3X4X5X6X7X8X9X10X11X12X13,85,49
Araneae,Caponia,Caponia_hastifera,X1X2X3X4X5X6X7X8X9X10Y1Y2,128,68
Araneae,Gertschiola,Gertschiola_macrostyla,X1X2X3Y,28,15
Araneae,Ibotyporanga,Ibotyporanga_naideae,X1X2X3Y,30,16
Araneae,Ibotyporanga,Ibotyporanga_sp.,X1X2X3Y,30,16
Araneae,Nerudia,Nerudia_ola,X1X2X3Y,24,13
Araneae,Nerudia,Nerudia_poma,X1X2X3Y,26,14
Araneae,Papiamenta,Papiamenta_levii,X1X2X3Y,30,16
Araneae,Attulus,Attulus_striatus,X1X2X3Y,28,15
Araneae,Evarcha,Evarcha_hoyi,X1X2X3Y,26,14
Araneae,Evarcha,Evarcha_hoyi,X1X2X3Y,25,13.5
Araneae,Habronattus,Habronattus_borealis,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_borealis,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_brunneus,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_calcaratus,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_calcaratus,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_calcaratus,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_captiosus,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_carolinensis,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_cockerelli,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_coecatus,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_cuspidatus,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_decorus,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_decorus,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_klauseri,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_moratus,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_ocala,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_cf.,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_venatoris,X1X2X3Y,26,14
Araneae,Habronattus,Habronattus_sp.,X1X2X3Y,26,14
Araneae,Sittisax,Sittisax_saxicola,X1X2X3Y or XY1Y2Y3?,28,15
Araneae,Attulus,Attulus_floricola,X1X2X3Y?,28,15
Araneae,Atrophothele,Atrophothele_socotrana,X1X2X3Y+CSCP?,68,35
Araneae,Izithunzi,Izithunzi_capense,X1X2Y,37,19
Araneae,Andoharano,Andoharano_ansieae,X1X2Y,23,12
Araneae,Filistata,Filistata_insidiatrix,X1X2Y,33,17
Araneae,Kukulcania,Kukulcania_hibernalis,X1X2Y,25,13
Araneae,Kukulcania,Kukulcania_aff.,X1X2Y,25,13
Araneae,Kukulcania,Kukulcania_aff.,X1X2Y,25,13
Araneae,Pikelinia,Pikelinia_mendensis,X1X2Y,21,11
Araneae,Hypochilus,Hypochilus_pococki,X1X2Y,29,15
Araneae,Lycosa,Lycosa_sp.,X1X2Y,21,11
Araneae,Paculla,Paculla_sp.,X1X2Y,33,17
Araneae,Aetana,Aetana_kinabalu,X1X2Y,23,12
Araneae,Artema,Artema_atlanta,X1X2Y,33,17
Araneae,Artema,Artema_nephilit,X1X2Y,33,17
Araneae,Leptopholcus,Leptopholcus_guineensis,X1X2Y,17,9
Araneae,Metagonia,Metagonia_sp.,X1X2Y,19,10
Araneae,Muruta,Muruta_tambunan,X1X2Y,25,13
Araneae,Nipisa,Nipisa_deelemanae,X1X2Y,25,13
Araneae,Pehrforsskalia,Pehrforsskalia_conopyga,X1X2Y,17,9
Araneae,Pholcophora,Pholcophora_americana,X1X2Y,29,15
Araneae,Pholcus,Pholcus_alticeps,X1X2Y,25,13
Araneae,Pholcus,Pholcus_bamboutos,X1X2Y,23,12
Araneae,Pholcus,Pholcus_creticus,X1X2Y,25,13
Araneae,Pholcus,Pholcus_dentatus,X1X2Y,25,13
Araneae,Pholcus,Pholcus_fuerteventurensis,X1X2Y,25,13
Araneae,Pholcus,Pholcus_kindia,X1X2Y,23,12
Araneae,Pholcus,Pholcus_opilionoides,X1X2Y,25,13
Araneae,Pholcus,Pholcus_opilionoides,X1X2Y,25,13
Araneae,Pholcus,Pholcus_pagbilao,X1X2Y,23,12
Araneae,Pholcus,Pholcus_phalangioides,X1X2Y,25,13
Araneae,Pholcus,Pholcus_phalangioides,X1X2Y,25,13
Araneae,Pholcus,Pholcus_phalangioides,X1X2Y,25,13
Araneae,Pholcus,Pholcus_silvai,X1X2Y,25,13
Araneae,Pholcus,Pholcus_sp.,X1X2Y,25,13
Araneae,Quamtana,Quamtana_filmeri,X1X2Y,17,9
Araneae,Quamtana,Quamtana_hectori,X1X2Y,23,12
Araneae,Spermophora,Spermophora_senoculata,X1X2Y,25,13
Araneae,Spermophora,Spermophora_senoculata,X1X2Y,25,13
Araneae,Tolteca,Tolteca_hesperia,X1X2Y,15,8
Araneae,Tolteca,Tolteca_oaxaca,X1X2Y,13,7
Araneae,Attulus,Attulus_cutleri,X1X2Y,29,15
Araneae,Attulus,Attulus_pubescens,X1X2Y,29,15
Araneae,Habronattus,Habronattus_altanus,X1X2Y,27,14
Araneae,Habronattus,Habronattus_banksi,X1X2Y,25,13
Araneae,Habronattus,Habronattus_geronimoi,X1X2Y,27,14
Araneae,Habronattus,Habronattus_hallani,X1X2Y,27,14
Araneae,Habronattus,Habronattus_iviei,X1X2Y,27,14
Araneae,Habronattus,Habronattus_mexicanus,X1X2Y,27,14
Araneae,Habronattus,Habronattus_pochtecanus,X1X2Y,25,13
Araneae,Habronattus,Habronattus_sugillatus,X1X2Y,27,14
Araneae,Habronattus,Habronattus_sp.,X1X2Y,27,14
Araneae,Sittisax,Sittisax_ranieri,X1X2Y,27,14
Araneae,Loxosceles,Loxosceles_amazonica,X1X2Y,23,12
Araneae,Loxosceles,Loxosceles_gaucho,X1X2Y,23,12
Araneae,Loxosceles,Loxosceles_hirsuta,X1X2Y,23,12
Araneae,Loxosceles,Loxosceles_intermedia,X1X2Y,23,12
Araneae,Loxosceles,Loxosceles_intermedia,X1X2Y,23,12
Araneae,Loxosceles,Loxosceles_laeta,X1X2Y,23,12
Araneae,Loxosceles,Loxosceles_laeta,X1X2Y,23,12
Araneae,Loxosceles,Loxosceles_laeta,X1X2Y,23,12
Araneae,Loxosceles,Loxosceles_laeta,X1X2Y,23,12
Araneae,Loxosceles,Loxosceles_puortoi,X1X2Y,23,12
Araneae,Loxosceles,Loxosceles_rufescens,X1X2Y,21,11
Araneae,Loxosceles,Loxosceles_rufescens,X1X2Y,21,11
Araneae,Loxosceles,Loxosceles_similis,X1X2Y,23,12
Araneae,Loxosceles,Loxosceles_spinulosa,X1X2Y,19,10
Araneae,Loxosceles,Loxosceles_variegata,X1X2Y,23,12
Araneae,Sicarius,Sicarius_cariri,X1X2Y,19,10
Araneae,Sicarius,Sicarius_ornatus,X1X2Y,19,10
Araneae,Sicarius,Sicarius_sp.,X1X2Y,21,11
Araneae,Crossopriza,Crossopriza_lyoni,XX,-24,12
Araneae,Crossopriza,Crossopriza_lyoni,XX,-24,12
Araneae,Moggridgea,Moggridgea_peringueyi,XX?,-36,18
Araneae,Argiope,Argiope_catenulata,XY,24,12
Araneae,Argiope,Argiope_catenulata,XY,24,12
Araneae,Atypus,Atypus_affinis,XY,14,7
Araneae,Austrochilus,Austrochilus_sp.,XY,38,19
Araneae,Diguetia,Diguetia_albolineata,XY,20,10
Araneae,Diguetia,Diguetia_canities,XY,16,8
Araneae,Ischnothele,Ischnothele_caudata,XY,14,7
Araneae,Leptoneta,Leptoneta_infuscata,XY,14,7
Araneae,Austrochilus,Austrochilus_sp.,XY,38,19
Araneae,Holocnemus,Holocnemus_pluchei,XY,28,14
Araneae,Wugigarra,Wugigarra_sp.,XY,16,8
Araneae,Sicarius,Sicarius_tropicus,XY,20,10
Araneae,Synotaxus,Synotaxus_jaraguari,XY,24,12
Araneae,Cyphonisia,Cyphonisia_sp.,XY?,40,20