Order,Family,Genus,species,Sex.chromosome.system,haploid
Chiroptera,Emballonuridae,Cormura,Cormura_brevirostris,XY,11
Chiroptera,Emballonuridae,Taphozous,Taphozous_longimanus,XY,21
Chiroptera,Emballonuridae,Taphozous,Taphozous_melanopogon,XY,21
Chiroptera,Emballonuridae,Taphozous,Taphozous_nudiventris,XY,21
Chiroptera,Emballonuridae,Taphozous,Taphozous_saccolaimus,XY,22
Chiroptera,Hipposideridae,Aselliscus,Aselliscus_stoliczkanus,XY,15
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_armiger,XY,16
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_ater,XY,16
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_cineraceus,XY,16
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_fulvus,XY,16
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_fulvus_pallidus,XY,16
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_lankadiva,XY,16
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_larvatus,XY,16
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_pomona,XY,16
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_pratti,XY,16
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_speoris,XY,16
Chiroptera,Megadermatidae,Megaderma,Megaderma_lyra,XY,27
Chiroptera,Megadermatidae,Megaderma,Megaderma_spasma,XY,19
Chiroptera,Miniopteridae,Miniopterus,Miniopterus_fuliginosus,XY,23
Chiroptera,Molossidae,Chaerephon,Chaerephon_plicatus,XY,24
Chiroptera,Molossidae,Eumops,Eumops_glaucinus,XY,20
Chiroptera,Molossidae,Eumops,Eumops_perotis,XY,24
Chiroptera,Molossidae,Molossops,Molossops_abrasus,XY,17
Chiroptera,Molossidae,Molossops,Molossops_temminckii,XY,24
Chiroptera,Molossidae,Molossus,Molossus_molossus,XY,24
Chiroptera,Molossidae,Molossus,Molossus_rufus,XY,24
Chiroptera,Molossidae,Nyctinomops,Nyctinomops_laticaudatus,XY,24
Chiroptera,Molossidae,Tadarida,Tadarida_brasiliensis,XY,24
Chiroptera,Molossidae,Tadarida,Tadarida_teniotis,XY,24
Chiroptera,Mormoopidae,Mormoops,Mormoops_blainvillii,XY,19
Chiroptera,Mormoopidae,Pteronotus,Pteronotus_gymnonotus,XY,19
Chiroptera,Mormoopidae,Pteronotus,Pteronotus_macleayii,XY,19
Chiroptera,Mormoopidae,Pteronotus,Pteronotus_parnelii,XY,19
Chiroptera,Mormoopidae,Pteronotus,Pteronotus_personatus,XY,19
Chiroptera,Mystacinidae,Mystacina,Mystacina_tuberculata,XY,18
Chiroptera,Natalidae,Natalus,Natalus_major,XY,18
Chiroptera,Natalidae,Natalus,Natalus_tumidirostris,XY,18
Chiroptera,Noctilionidae,Noctilio,Noctilio_albiventris,XY,17
Chiroptera,Phyllostomidae,Anoura,Anoura_caudifera,XY,15
Chiroptera,Phyllostomidae,Anoura,Anoura_cultrata,XY,15
Chiroptera,Phyllostomidae,Ardops,Ardops_nichollsi,complex XY,15
Chiroptera,Phyllostomidae,Ariteus,Ariteus_flavescens,complex XY,15
Chiroptera,Phyllostomidae,Artibeus,Artibeus_jamaicensis,complex XY,14
Chiroptera,Phyllostomidae,Artibeus,Artibeus_jamaicensis,complex XY,15
Chiroptera,Phyllostomidae,Artibeus,Artibeus_lituratus,complex XY,15
Chiroptera,Phyllostomidae,Artibeus,Artibeus_obscurus,complex XY,15
Chiroptera,Phyllostomidae,Artibeus,Artibeus_toltecus,complex XY,15
Chiroptera,Phyllostomidae,Carollia,Carollia_brevicauda,complex XY,10
Chiroptera,Phyllostomidae,Carollia,Carollia_castanea,XY,10
Chiroptera,Phyllostomidae,Carollia,Carollia_castanea,XY,11
Chiroptera,Phyllostomidae,Carollia,Carollia_perspicillata,complex XY,10
Chiroptera,Phyllostomidae,Carollia,Carollia_subrufa,complex XY,10
Chiroptera,Phyllostomidae,Chiroderma,Chiroderma_doriae,XY,13
Chiroptera,Phyllostomidae,Chiroderma,Chiroderma_improvisum,XY,13
Chiroptera,Phyllostomidae,Chiroderma,Chiroderma_villosum,XY,13
Chiroptera,Phyllostomidae,Choeroniscus,Choeroniscus_godmani,complex XY,10
Chiroptera,Phyllostomidae,Choeroniscus,Choeroniscus_itermedius,XY,10
Chiroptera,Phyllostomidae,Choeroniscus,Choeroniscus_minor,XY,10
Chiroptera,Phyllostomidae,Choeronycteris,Choeronycteris_mexicana,XY,8
Chiroptera,Phyllostomidae,Chrotopterus,Chrotopterus_auritus,XY,14
Chiroptera,Phyllostomidae,Desmodus,Desmodus_rotundus,XY,14
Chiroptera,Phyllostomidae,Desmodus,Desmodus_rotundus_murius,XY,14
Chiroptera,Phyllostomidae,Diaemus,Diaemus_youngi,XY,16
Chiroptera,Phyllostomidae,Diphylla,Diphylla_ecaudata,XY,16
Chiroptera,Phyllostomidae,Ectophylla,Ectophylla_alba,XY,15
Chiroptera,Phyllostomidae,Erophylla,Erophylla_sezekorni,XY,16
Chiroptera,Phyllostomidae,Glossophaga,Glossophaga_soricina,XY,16
Chiroptera,Phyllostomidae,Hylonycteris,Hylonycteris_underwoodi,XY,8
Chiroptera,Phyllostomidae,Lichonycteris,Lichonycteris_obscura,XY,12
Chiroptera,Phyllostomidae,Lionycteris,Lionycteris_obscura,XY,12
Chiroptera,Phyllostomidae,Lionycteris,Lionycteris_spurrelli,XY,14
Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla_concava,XY,14
Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla_robusta,XY,14
Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla_thomasi,XY,15
Chiroptera,Phyllostomidae,Lonchorhina,Lonchorhina_aurita,XY,16
Chiroptera,Phyllostomidae,Lophostoma,Lophostoma_occidentalis,XY,17
Chiroptera,Phyllostomidae,Lophostoma,Lophostoma_silvicolum,XY,17
Chiroptera,Phyllostomidae,Macrotus,Macrotus_californicus,XY,20
Chiroptera,Phyllostomidae,Macrotus,Macrotus_waterhousii,XY,23
Chiroptera,Phyllostomidae,Mesophylla,Mesophylla_macconnelli,complex XY,11
Chiroptera,Phyllostomidae,Micronycteris,Micronycteris_brachyotis,XY,16
Chiroptera,Phyllostomidae,Micronycteris,Micronycteris_hirsuta,XY,15
Chiroptera,Phyllostomidae,Micronycteris,Micronycteris_hirsuta,XY,13
Chiroptera,Phyllostomidae,Micronycteris,Micronycteris_megalotis,XY,20
Chiroptera,Phyllostomidae,Micronycteris,Micronycteris_minuta,XY,14
Chiroptera,Phyllostomidae,Micronycteris,Micronycteris_nicefori,XY,14
Chiroptera,Phyllostomidae,Micronycteris,Micronycteris_schmidtorum,XY,19
Chiroptera,Phyllostomidae,Mimon,Mimon_crenulatum,XY,16
Chiroptera,Phyllostomidae,Monophyllus,Monophyllus_redmani,XY,16
Chiroptera,Phyllostomidae,Phylloderma,Phylloderma_stenops,XY,16
Chiroptera,Phyllostomidae,Phyllonycteris,Phyllonycteris_poeyi,XY,16
Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus_discolor,XY,16
Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus_hastatus,XY,16
Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus_hastatus,XY,15
Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus_incarum,XY,15
Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus_lineatus,XY,15
Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus_vittatus,XY,15
Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus_vittatus_lineatus,XY,15
Chiroptera,Phyllostomidae,Rhinophyla,Rhinophyla_fischerae,XY,17
Chiroptera,Phyllostomidae,Rhinophyla,Rhinophyla_fischerae,XY,19
Chiroptera,Phyllostomidae,Rhinophyla,Rhinophyla_pumilio,XY,18
Chiroptera,Phyllostomidae,Rhinophyla,Rhinophyla_pumilio,XY,17
Chiroptera,Phyllostomidae,Sphaeronycteris,Sphaeronycteris_toxophyllum,XY,14
Chiroptera,Phyllostomidae,Sturnina,Sturnina_lilium,XY,15
Chiroptera,Phyllostomidae,Sturnira,Sturnira_erythromos,XY,15
Chiroptera,Phyllostomidae,Sturnira,Sturnira_mordax,XY,15
Chiroptera,Phyllostomidae,Tonatia,Tonatia_bidens,XY,8
Chiroptera,Phyllostomidae,Tonatia,Tonatia_saurophila,XY,8
Chiroptera,Phyllostomidae,Trachops,Trachops_cirrhosus,XY,15
Chiroptera,Phyllostomidae,Uroderma,Uroderma_bilobatum,XY,22
Chiroptera,Phyllostomidae,Uroderma,Uroderma_magnirostrum,XY,19
Chiroptera,Phyllostomidae,Uroderma,Uroderma_magnirostrum,XY,18
Chiroptera,Phyllostomidae,Vampyressa,Vampyressa_bidens,XY,13
Chiroptera,Phyllostomidae,Vampyressa,Vampyressa_brocki,XY,12
Chiroptera,Phyllostomidae,Vampyressa,Vampyressa_nymphaea,XY,13
Chiroptera,Phyllostomidae,Vampyressa,Vampyressa_pusilla,XY,9
Chiroptera,Phyllostomidae,Vampyressa,Vampyressa_thyone,complex XY,12
Chiroptera,Phyllostomidae,Vampyrodes,Vampyrodes_caraccioli,XY,15
Chiroptera,Phyllostomidae,Vampyrum,Vampyrum_spectrum,XY,15
Chiroptera,Pteropodidae,Alionycteris,Alionycteris_paucidentata,XY,18
Chiroptera,Pteropodidae,Casinycteris,Casinycteris_ophiodon,XY,17
Chiroptera,Pteropodidae,Cynopterus,Cynopterus_sphinx,XY,17
Chiroptera,Pteropodidae,Eidolon,Eidolon_helvum,XY,17
Chiroptera,Pteropodidae,Eonycteris,Eonycteris_robusta,XY,18
Chiroptera,Pteropodidae,Epomops,Epomops_franqueti,XY,18
Chiroptera,Pteropodidae,Hypsignathus,Hypsignathus_monstrosus,XY,18
Chiroptera,Pteropodidae,Megaloglossus,Megaloglossus_woermanni,XY,18
Chiroptera,Pteropodidae,Micropteropus,Micropteropus_pusillus,complex XY,17
Chiroptera,Pteropodidae,Myonycteris,Myonycteris_torquata,XY,18
Chiroptera,Pteropodidae,Otopteropus,Otopteropus_cartilagonodus,XY,24
Chiroptera,Pteropodidae,Pteropus,Pteropus_giganteus,XY,19
Chiroptera,Pteropodidae,Pteropus,Pteropus_lylei,XY,20
Chiroptera,Pteropodidae,Pteropus,Pteropus_rodricensis,XY,19
Chiroptera,Pteropodidae,Rousettus,Rousettus_aegyptiacus,XY,18
Chiroptera,Pteropodidae,Rousettus,Rousettus_angolensis,XY,18
Chiroptera,Pteropodidae,Rousettus,Rousettus_lanosus,XY,18
Chiroptera,Pteropodidae,Rousettus,Rousettus_leschenaulti,XY,18
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_ferrumequinum,XY,28
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_ferrumequinum_tragatus,XY,28
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_formosae,XY,26
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_hipposideros,XY,28
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_luctoides,XY,16
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_morio,complex XY,14
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_pearsonii,XY,22
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_pusillus,XY,31
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_rouxi,XY,28
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_sedulus,XY,15
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_sinicus,XY,18
Chiroptera,Rhinopomatidae,Rhinopoma,Rhinopoma_hardwickei,XY,18
Chiroptera,Rhinopomatidae,Rhinopoma,Rhinopoma_microphyllum,XY,21
Chiroptera,Vespertilionidae,Antrozous,Antrozous_pallidus,XY,23
Chiroptera,Vespertilionidae,Chalinolobus,Chalinolobus_morio,XY,22
Chiroptera,Vespertilionidae,Corynorhinus,Corynorhinus_townsendii,XY,16
Chiroptera,Vespertilionidae,Eptesicus,Eptesicus_bottae,XY,25
Chiroptera,Vespertilionidae,Eptesicus,Eptesicus_fuscus,XY,25
Chiroptera,Vespertilionidae,Euderma,Euderma_maculatum,XY,15
Chiroptera,Vespertilionidae,Glauconycteris,Glauconycteris_beatrix,XY,11
Chiroptera,Vespertilionidae,Hesperoptenus,Hesperoptenus_blandfordi,XY,16
Chiroptera,Vespertilionidae,Idionycteris,Idionycteris_phyllotis,XY,15
Chiroptera,Vespertilionidae,Lasiurus,Lasiurus_borealis,XY,14
Chiroptera,Vespertilionidae,Lasiurus,Lasiurus_intermedius,XY,13
Chiroptera,Vespertilionidae,Lasiurus,Lasiurus_seminolus,XY,14
Chiroptera,Vespertilionidae,Murina,Murina_cyclotis,XY,22
Chiroptera,Vespertilionidae,Murina,Murina_hilgendorfi,XY,22
Chiroptera,Vespertilionidae,Myotis,Myotis_altarium,XY,22
Chiroptera,Vespertilionidae,Myotis,Myotis_dasycneme,XY,22
Chiroptera,Vespertilionidae,Myotis,Myotis_grisescens,XY,22
Chiroptera,Vespertilionidae,Myotis,Myotis_keenii,XY,22
Chiroptera,Vespertilionidae,Myotis,Myotis_macrodactylus,XY,22
Chiroptera,Vespertilionidae,Myotis,Myotis_mystacinus,XY,22
Chiroptera,Vespertilionidae,Myotis,Myotis_nigricans,XY,22
Chiroptera,Vespertilionidae,Myotis,Myotis_sodalis,XY,22
Chiroptera,Vespertilionidae,Myotis,Myotis_thysanodes,XY,22
Chiroptera,Vespertilionidae,Myotis,Myotis_velifer,XY,22
Chiroptera,Vespertilionidae,Nyctalus,Nyctalus_velutinus,XY,18
Chiroptera,Vespertilionidae,Nycticeius,Nycticeius_humeralis,XY,23
Chiroptera,Vespertilionidae,Nyctophilus,Nyctophilus_gouldi,XY,22
Chiroptera,Vespertilionidae,Phoniscus,Phoniscus_atrox,XY,20
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_affinis,XY,18
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_ceylonicus,XY,18
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_coromandra,XY,15
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_crassulus,XY,15
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_eisentrauti,XY,21
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_javanicus,XY,17
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_kuhli,XY,21
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_mimus,XY,19
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_pipistrellus,XY,22
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_pulveratus,XY,22
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_sagittula,XY,22
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_stenopterus,XY,16
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_subflavus,XY,15
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_tasmaniensis,XY,22
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_vulturnus,XY,22
Chiroptera,Vespertilionidae,Plecotus,Plecotus_auritus,XY,16
Chiroptera,Vespertilionidae,Scotophilus,Scotophilus_dinganii,XY,18
Chiroptera,Vespertilionidae,Scotophilus,Scotophilus_heathi,XY,18
Chiroptera,Vespertilionidae,Scotophilus,Scotophilus_kuhlii,XY,18
Chiroptera,Vespertilionidae,Scotorepens,Scotorepens_balstoni,XY,15
Chiroptera,Vespertilionidae,Scotozous,Scotozous_dormeri,XY,15
Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris_pachypus,XY,16
Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris_robustula,XY,16
Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris_robustula,XY,23
Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris_sp.,XY,15
Chiroptera,Vespertilionidae,Vespertilio,Vespertilio_murinus,XY,19