Order,Family,species,Meioformula,,hapauto,scs,haploid
Coleoptera,Tenebrionidae,Adesmia_biskrensis,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Adesmia_cancellata,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Adesmia_metallica,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Adesmia_monta,2n,20M,9,XY,10
Coleoptera,Tenebrionidae,Aemymone_cariosa,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Agapanthia_korostelevi,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Agapanthia_walteri,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Akis_acumita,2n,16M,7,NeoXY,8
Coleoptera,Tenebrionidae,Akis_bacarozzo,2n,16M,7,NeoXY,8
Coleoptera,Tenebrionidae,Akis_bremeri,2n,16M,7,NeoXY,8
Coleoptera,Tenebrionidae,Akis_discoidea,2n,16M,7,NeoXY,8
Coleoptera,Tenebrionidae,Alobates_pennsylvanica,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Alphasida_depressa,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Alphasida_sp.,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Alphitobius_diaperinus,2n,19M,9,XO,10
Coleoptera,Tenebrionidae,Alphitobius_pliceus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Alphitobius_sp.,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Ammobius_rufus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Arthrodeis_curtus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Arthrodeis_inflatus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Arthrodeis_punctulatus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Arthromacra_aenea,2n,14M,6,NeoXY,7
Coleoptera,Tenebrionidae,Asida_cardoe,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Asida_glacialis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Asida_glacialis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Asida_jurinei,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Asida_maraguesi,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Asida_planipennis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Blaps_bedeli,2n,34M,15,XXXY,18
Coleoptera,Tenebrionidae,Blaps_judaeorum,2n,19M,8,XXY,10
Coleoptera,Tenebrionidae,Blaps_judaeorum,2n,21M,9,XXY,11
Coleoptera,Tenebrionidae,Blaps_lethifera,2n,37M,17,XXY,19
Coleoptera,Tenebrionidae,Blaps_lusitanica,2n,19M,8,XXY,10
Coleoptera,Tenebrionidae,Blaps_lusitanica,2n,35M,15,XXXXY,19
Coleoptera,Tenebrionidae,Blaps_mortisaga,2n,36M,16,XXXY,19
Coleoptera,Tenebrionidae,Blaps_mucrotana,2n,36M,16,XXXY,19
Coleoptera,Tenebrionidae,Blaps_sulcata,2n,34M,15,XXXY,18
Coleoptera,Tenebrionidae,Blaps_tenuicollis,2n,36M,15,XXXXYY,19
Coleoptera,Tenebrionidae,Blaps_waltli,2n,34M,15,XXXY,18
Coleoptera,Tenebrionidae,Blaps_wiedemanni,2n,25M,10,XXXXY,14
Coleoptera,Tenebrionidae,Blapstinus_sp.,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Bolitopherus_cornutus,2n,19M,9,XO,10
Coleoptera,Tenebrionidae,Caenoblaps_nitida,2n,35M,16,XXY,18
Coleoptera,Tenebrionidae,Clitobius_ovatus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Cossyphus_depressus,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Cryptycus_gibbulus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Cynaeus_angustus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Dailognatha_pumila,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Derosphaerus_cribum,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Diaperis_boleti,2n,14M,6,NeoXY,7
Coleoptera,Tenebrionidae,Diastolinus_fortipes,2n,26M,12,Xyp,13
Coleoptera,Tenebrionidae,Elenophorus_collaris,2n,26M,12,Xyp,13
Coleoptera,Tenebrionidae,Eleodes_armata,2n,20M,9,NeoXY,10
Coleoptera,Tenebrionidae,Eleodes_cordata,2n,20M,9,NeoXY,10
Coleoptera,Tenebrionidae,Eleodes_dentipes,2n,20M,9,NeoXY,10
Coleoptera,Tenebrionidae,Erodius_emondi,2n,20M,9,Xyr,10
Coleoptera,Tenebrionidae,Erodius_emondi,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Erodius_exilipes,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Erodius_lefranci,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Erodius_nitidicollis,2n,20M,9,Xyr,10
Coleoptera,Tenebrionidae,Erodius_orientalis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Eulabris_sp.,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Glabrasida_goudoti,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Glabrasida_melillense,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Glabrasida_zapateri,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Gnathocerus_cornutus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Gnathocerus_maxillosus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Gonocephalum_bilineatum,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Gonocephalum_depressum,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Gonocephalum_dorsogranosum,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Gonocephalum_elongatum,2n,20M,9,Xyr,10
Coleoptera,Tenebrionidae,Gonocephalum_hoffmannseggi,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Gonocephalum_oblongum,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Gonocephalum_parallelum,2n,20M,9,XY,10
Coleoptera,Tenebrionidae,Gonocephalum_patruele,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Gonocephalum_rusticum,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Gonocephalum_sp.,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Gonocephalum_vagum,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Hegeter_amaroides,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Hegeter_brevicollis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Hegeter_costipennis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Hegeter_fernandezi,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Hegeter_grancanariensis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Hegeter_lateralis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Hegeter_politus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Hegeter_tenuipunctatus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Hegeter_transversus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Hegeter_tristis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Himatismus_fasciculatus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Hoplobrachium_asperipenne,2n,22M,10,Xyp,11
Coleoptera,Tenebrionidae,Hoplobrachium_dentipes,2n,22M,10,Xyp,11
Coleoptera,Tenebrionidae,Hylocrinua_sp.,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Isocerus_balearicus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Isomira_quadrastriata,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Isomira_sp.,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Isomira_variabilis,2n,14M,6,Xyp,7
Coleoptera,Tenebrionidae,Laena_reitteri,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Latheticus_oryzae,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Leptonychus_curvicornis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Melanochrus_blairi,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Melanochrus_lacordairei,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Mesomorphus_villiger,2n,19M,9,XO,10
Coleoptera,Tenebrionidae,Mesostema_angustata,2n,20M,9,Xyr,10
Coleoptera,Tenebrionidae,Mesostema_lineatopunctata,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Misolampus_goudoti,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Misolampus_subglaber,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Morica_hybrida,2n,16M,7,NeoXY,8
Coleoptera,Tenebrionidae,Morica_plata,2n,16M,7,NeoXY,8
Coleoptera,Tenebrionidae,Nalassus_bozdagus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Nalassus_plebejus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Nesotes_conformis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Nesotes_gomerensis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Nesotes_picescens,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Nesotes_porrectus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Nesotes_viridicollis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Nyctelia_rugosa,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Nyctelia_sp.,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Nyctobates_gigas,2n,18M,8,NeoXY,9
Coleoptera,Tenebrionidae,Opatrinus_aciculatus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Opatrinus_validus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Opatroides_vicinus,2n,20M,9,XY,10
Coleoptera,Tenebrionidae,Opatroides_vicinus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Opatroides_vicinus,2n,21M,9,Xyy,10
Coleoptera,Tenebrionidae,Oxycara_mellyi,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Oxycarops_fuscipes,2n,22M,10,Xyp,11
Coleoptera,Tenebrionidae,Pachycera_buprestroides,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Pachychila_dejeani,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Pachychila_frioli,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Pachychila_germari,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Pachychila_subluta,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Pachyscelis_musiva,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Paivaea_hispida,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Palembus_dermestoides,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Palorus_subdepressus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Phaleria_acumita,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Phaleria_variabilis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Phylan_abbreviatus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Phylan_gibbulus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Phylan_mediterraneus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Phylan_nitidicollis,2n,26M,12,Xyp,13
Coleoptera,Tenebrionidae,Phylan_obesus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Phylan_semicostatus,2n,26M,12,Xyp,13
Coleoptera,Tenebrionidae,Pimelia_angulata,2n,18M,8,Xyr,9
Coleoptera,Tenebrionidae,Pimelia_aracea,2n,18M,8,Xyr,9
Coleoptera,Tenebrionidae,Pimelia_ascendens,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_atlantis,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_atlantis,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_baetica,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_bipunctata,2n,18M,8,Xyr,9
Coleoptera,Tenebrionidae,Pimelia_boyeri,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_capito,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_cariensis,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_cephalenica,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_costata,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_cribra,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Pimelia_echid,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_elevata,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Pimelia_estevezi,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_ferndez-lopezi,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_fornicata,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_grandis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Pimelia_grandis,2n,18M,8,Xyr,9
Coleoptera,Tenebrionidae,Pimelia_granulicollis,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_grossa,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_inexpectata,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_integra,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_interjecta,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Pimelia_interstitialis,2n,18M,8,Xyr,9
Coleoptera,Tenebrionidae,Pimelia_laevigata,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_laevigata,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_laevigata,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_lutaria,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_maura,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_mauritanica,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_modesta,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_monticola,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_radula,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_radula,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_radula,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_rugosa,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_scabricollis,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_scabrosa,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_sericella,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_servilei,2n,18M,8,Xyr,9
Coleoptera,Tenebrionidae,Pimelia_sparsa,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_sparsa,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_sparsa,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Pimelia_subquadrata,2n,18M,8,Xyr,9
Coleoptera,Tenebrionidae,Pimelia_variolosa,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Platydema_impressifrons,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Platynotus_excavatus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Platynotus_punctatipennis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Praocis_compacta,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Probaticus_ebeninus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Pseudoblaps_meteeyi,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Pseudolamus_seriatoporus,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Rhytinota_sp.,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Scaurus_punctatus,2n,20M,9,NeoXY,10
Coleoptera,Tenebrionidae,Scaurus_striatus,2n,24M,11,NeoXY,12
Coleoptera,Tenebrionidae,Scaurus_vicinus,2n,24M,11,NeoXY,12
Coleoptera,Tenebrionidae,Scleron_asperulum,2n,20M,9,NeoXY,10
Coleoptera,Tenebrionidae,Scleron_ganutipenne,2n,22M,10,Xyp,11
Coleoptera,Tenebrionidae,Scleron_reitteri,2n,22M,10,Xyp,11
Coleoptera,Tenebrionidae,Scleron_sp.,2n,20M,9,XY,10
Coleoptera,Tenebrionidae,Scleron_sp.,2n,22M,10,Xyr,11
Coleoptera,Tenebrionidae,Scotobates_calcaratus,2n,18M,8,NeoXY,9
Coleoptera,Tenebrionidae,Scotobius_miliaris,2n,14M,6,Xyp,7
Coleoptera,Tenebrionidae,Scotobius_muricatus,2n,18M,8,Xyp,9
Coleoptera,Tenebrionidae,Scotobius_tristis,2n,18M,8,NeoXY,9
Coleoptera,Tenebrionidae,Sitonaphagus_holoeptoides,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Sphaenariopsis_impolita,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Sphaenariopsis_tristis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Spyrathus_sp.,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Stenosis_intricata,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Tenebrio_molitor,2n,20M,9,XY,10
Coleoptera,Tenebrionidae,Tenebrio_molitor,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Tenebrio_molitor,2n,20M,9,Xyr,10
Coleoptera,Tenebrionidae,Tenebrio_obscurus,2n,20M,9,Xyr,10
Coleoptera,Tenebrionidae,Tenebrio_picipes,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Tentyria_grossa,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Tentyria_laevis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Tentyria_latreillei,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Tentyria_mucrota,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Tentyria_ophiusae,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Tentyria_rotunda,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Tentyria_schaumi,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Tentyria_subcosta,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Trachycelis_aphodiodes,2n,22M,10,Xyp,11
Coleoptera,Tenebrionidae,Tribolium_audax,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Tribolium_castaneum,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Tribolium_confusum,2n,18M,8,NeoXY,9
Coleoptera,Tenebrionidae,Tribolium_destructor,2n,18M,8,NeoXY,9
Coleoptera,Tenebrionidae,Tribolium_freemani,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Tribolium_madens,2n,20M,9,XY,10
Coleoptera,Tenebrionidae,Uloma_impressicollis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Upis_ceramboides,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Uyttenboogaartia_punctipennis,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Zophobas_aff.,2n,20M,9,Xyp,10
Coleoptera,Tenebrionidae,Zophosis_bicarinata,2n,20M,9,Xyp,10